"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","SHPRICE","TOT","IDX2015","M","1958-01",2.468862,
"AUS","SHPRICE","TOT","IDX2015","M","1958-02",2.558076,
"AUS","SHPRICE","TOT","IDX2015","M","1958-03",2.56718,
"AUS","SHPRICE","TOT","IDX2015","M","1958-04",2.556256,
"AUS","SHPRICE","TOT","IDX2015","M","1958-05",2.501635,
"AUS","SHPRICE","TOT","IDX2015","M","1958-06",2.59449,
"AUS","SHPRICE","TOT","IDX2015","M","1958-07",2.64729,
"AUS","SHPRICE","TOT","IDX2015","M","1958-08",2.696449,
"AUS","SHPRICE","TOT","IDX2015","M","1958-09",2.701911,
"AUS","SHPRICE","TOT","IDX2015","M","1958-10",2.652752,
"AUS","SHPRICE","TOT","IDX2015","M","1958-11",2.683704,
"AUS","SHPRICE","TOT","IDX2015","M","1958-12",2.727401,
"AUS","SHPRICE","TOT","IDX2015","M","1959-01",2.822077,
"AUS","SHPRICE","TOT","IDX2015","M","1959-02",2.876698,
"AUS","SHPRICE","TOT","IDX2015","M","1959-03",2.831181,
"AUS","SHPRICE","TOT","IDX2015","M","1959-04",2.916753,
"AUS","SHPRICE","TOT","IDX2015","M","1959-05",3.044202,
"AUS","SHPRICE","TOT","IDX2015","M","1959-06",3.107926,
"AUS","SHPRICE","TOT","IDX2015","M","1959-07",3.269968,
"AUS","SHPRICE","TOT","IDX2015","M","1959-08",3.464782,
"AUS","SHPRICE","TOT","IDX2015","M","1959-09",3.546714,
"AUS","SHPRICE","TOT","IDX2015","M","1959-10",3.723321,
"AUS","SHPRICE","TOT","IDX2015","M","1959-11",3.708755,
"AUS","SHPRICE","TOT","IDX2015","M","1959-12",3.767018,
"AUS","SHPRICE","TOT","IDX2015","M","1960-01",4.016453,
"AUS","SHPRICE","TOT","IDX2015","M","1960-02",4.016453,
"AUS","SHPRICE","TOT","IDX2015","M","1960-03",3.905391,
"AUS","SHPRICE","TOT","IDX2015","M","1960-04",3.969115,
"AUS","SHPRICE","TOT","IDX2015","M","1960-05",4.065612,
"AUS","SHPRICE","TOT","IDX2015","M","1960-06",4.131157,
"AUS","SHPRICE","TOT","IDX2015","M","1960-07",4.156647,
"AUS","SHPRICE","TOT","IDX2015","M","1960-08",4.202164,
"AUS","SHPRICE","TOT","IDX2015","M","1960-09",4.203985,
"AUS","SHPRICE","TOT","IDX2015","M","1960-10",3.976398,
"AUS","SHPRICE","TOT","IDX2015","M","1960-11",3.5631,
"AUS","SHPRICE","TOT","IDX2015","M","1960-12",3.395596,
"AUS","SHPRICE","TOT","IDX2015","M","1961-01",3.475707,
"AUS","SHPRICE","TOT","IDX2015","M","1961-02",3.528507,
"AUS","SHPRICE","TOT","IDX2015","M","1961-03",3.539431,
"AUS","SHPRICE","TOT","IDX2015","M","1961-04",3.643211,
"AUS","SHPRICE","TOT","IDX2015","M","1961-05",3.7215,
"AUS","SHPRICE","TOT","IDX2015","M","1961-06",3.817997,
"AUS","SHPRICE","TOT","IDX2015","M","1961-07",3.77248,
"AUS","SHPRICE","TOT","IDX2015","M","1961-08",3.716038,
"AUS","SHPRICE","TOT","IDX2015","M","1961-09",3.685086,
"AUS","SHPRICE","TOT","IDX2015","M","1961-10",3.657776,
"AUS","SHPRICE","TOT","IDX2015","M","1961-11",3.670521,
"AUS","SHPRICE","TOT","IDX2015","M","1961-12",3.619541,
"AUS","SHPRICE","TOT","IDX2015","M","1962-01",3.74699,
"AUS","SHPRICE","TOT","IDX2015","M","1962-02",3.938163,
"AUS","SHPRICE","TOT","IDX2015","M","1962-03",3.85077,
"AUS","SHPRICE","TOT","IDX2015","M","1962-04",3.745169,
"AUS","SHPRICE","TOT","IDX2015","M","1962-05",3.767018,
"AUS","SHPRICE","TOT","IDX2015","M","1962-06",3.617721,
"AUS","SHPRICE","TOT","IDX2015","M","1962-07",3.610438,
"AUS","SHPRICE","TOT","IDX2015","M","1962-08",3.579486,
"AUS","SHPRICE","TOT","IDX2015","M","1962-09",3.523045,
"AUS","SHPRICE","TOT","IDX2015","M","1962-10",3.546714,
"AUS","SHPRICE","TOT","IDX2015","M","1962-11",3.595872,
"AUS","SHPRICE","TOT","IDX2015","M","1962-12",3.617721,
"AUS","SHPRICE","TOT","IDX2015","M","1963-01",3.717859,
"AUS","SHPRICE","TOT","IDX2015","M","1963-02",3.74699,
"AUS","SHPRICE","TOT","IDX2015","M","1963-03",3.761556,
"AUS","SHPRICE","TOT","IDX2015","M","1963-04",3.817997,
"AUS","SHPRICE","TOT","IDX2015","M","1963-05",3.881721,
"AUS","SHPRICE","TOT","IDX2015","M","1963-06",3.910853,
"AUS","SHPRICE","TOT","IDX2015","M","1963-07",4.091102,
"AUS","SHPRICE","TOT","IDX2015","M","1963-08",4.274992,
"AUS","SHPRICE","TOT","IDX2015","M","1963-09",4.278633,
"AUS","SHPRICE","TOT","IDX2015","M","1963-10",4.196702,
"AUS","SHPRICE","TOT","IDX2015","M","1963-11",4.254964,
"AUS","SHPRICE","TOT","IDX2015","M","1963-12",4.398799,
"AUS","SHPRICE","TOT","IDX2015","M","1964-01",4.557199,
"AUS","SHPRICE","TOT","IDX2015","M","1964-02",4.608179,
"AUS","SHPRICE","TOT","IDX2015","M","1964-03",4.597255,
"AUS","SHPRICE","TOT","IDX2015","M","1964-04",4.542634,
"AUS","SHPRICE","TOT","IDX2015","M","1964-05",4.522606,
"AUS","SHPRICE","TOT","IDX2015","M","1964-06",4.546275,
"AUS","SHPRICE","TOT","IDX2015","M","1964-07",4.613641,
"AUS","SHPRICE","TOT","IDX2015","M","1964-08",4.608179,
"AUS","SHPRICE","TOT","IDX2015","M","1964-09",4.50622,
"AUS","SHPRICE","TOT","IDX2015","M","1964-10",4.424289,
"AUS","SHPRICE","TOT","IDX2015","M","1964-11",4.395157,
"AUS","SHPRICE","TOT","IDX2015","M","1964-12",4.420647,
"AUS","SHPRICE","TOT","IDX2015","M","1965-01",4.426109,
"AUS","SHPRICE","TOT","IDX2015","M","1965-02",4.282274,
"AUS","SHPRICE","TOT","IDX2015","M","1965-03",4.027377,
"AUS","SHPRICE","TOT","IDX2015","M","1965-04",3.923598,
"AUS","SHPRICE","TOT","IDX2015","M","1965-05",3.947267,
"AUS","SHPRICE","TOT","IDX2015","M","1965-06",3.858052,
"AUS","SHPRICE","TOT","IDX2015","M","1965-07",3.865335,
"AUS","SHPRICE","TOT","IDX2015","M","1965-08",3.943625,
"AUS","SHPRICE","TOT","IDX2015","M","1965-09",3.79797,
"AUS","SHPRICE","TOT","IDX2015","M","1965-10",3.838025,
"AUS","SHPRICE","TOT","IDX2015","M","1965-11",3.918135,
"AUS","SHPRICE","TOT","IDX2015","M","1965-12",3.883542,
"AUS","SHPRICE","TOT","IDX2015","M","1966-01",4.007349,
"AUS","SHPRICE","TOT","IDX2015","M","1966-02",4.03466,
"AUS","SHPRICE","TOT","IDX2015","M","1966-03",3.859873,
"AUS","SHPRICE","TOT","IDX2015","M","1966-04",3.963653,
"AUS","SHPRICE","TOT","IDX2015","M","1966-05",3.921777,
"AUS","SHPRICE","TOT","IDX2015","M","1966-06",3.980039,
"AUS","SHPRICE","TOT","IDX2015","M","1966-07",4.076536,
"AUS","SHPRICE","TOT","IDX2015","M","1966-08",4.00917,
"AUS","SHPRICE","TOT","IDX2015","M","1966-09",3.87626,
"AUS","SHPRICE","TOT","IDX2015","M","1966-10",3.872618,
"AUS","SHPRICE","TOT","IDX2015","M","1966-11",3.848949,
"AUS","SHPRICE","TOT","IDX2015","M","1966-12",3.963653,
"AUS","SHPRICE","TOT","IDX2015","M","1967-01",4.118412,
"AUS","SHPRICE","TOT","IDX2015","M","1967-02",4.043764,
"AUS","SHPRICE","TOT","IDX2015","M","1967-03",3.967294,
"AUS","SHPRICE","TOT","IDX2015","M","1967-04",4.06015,
"AUS","SHPRICE","TOT","IDX2015","M","1967-05",4.19124,
"AUS","SHPRICE","TOT","IDX2015","M","1967-06",4.344178,
"AUS","SHPRICE","TOT","IDX2015","M","1967-07",4.622745,
"AUS","SHPRICE","TOT","IDX2015","M","1967-08",4.908594,
"AUS","SHPRICE","TOT","IDX2015","M","1967-09",4.994166,
"AUS","SHPRICE","TOT","IDX2015","M","1967-10",5.278194,
"AUS","SHPRICE","TOT","IDX2015","M","1967-11",5.636871,
"AUS","SHPRICE","TOT","IDX2015","M","1967-12",5.425671,
"AUS","SHPRICE","TOT","IDX2015","M","1968-01",5.604099,
"AUS","SHPRICE","TOT","IDX2015","M","1968-02",5.835327,
"AUS","SHPRICE","TOT","IDX2015","M","1968-03",5.664182,
"AUS","SHPRICE","TOT","IDX2015","M","1968-04",6.106611,
"AUS","SHPRICE","TOT","IDX2015","M","1968-05",6.885868,
"AUS","SHPRICE","TOT","IDX2015","M","1968-06",7.355608,
"AUS","SHPRICE","TOT","IDX2015","M","1968-07",7.499443,
"AUS","SHPRICE","TOT","IDX2015","M","1968-08",7.508546,
"AUS","SHPRICE","TOT","IDX2015","M","1968-09",6.991468,
"AUS","SHPRICE","TOT","IDX2015","M","1968-10",6.563605,
"AUS","SHPRICE","TOT","IDX2015","M","1968-11",6.729289,
"AUS","SHPRICE","TOT","IDX2015","M","1968-12",7.091607,
"AUS","SHPRICE","TOT","IDX2015","M","1969-01",7.641457,
"AUS","SHPRICE","TOT","IDX2015","M","1969-02",7.659664,
"AUS","SHPRICE","TOT","IDX2015","M","1969-03",7.508546,
"AUS","SHPRICE","TOT","IDX2015","M","1969-04",7.665126,
"AUS","SHPRICE","TOT","IDX2015","M","1969-05",7.550422,
"AUS","SHPRICE","TOT","IDX2015","M","1969-06",7.004213,
"AUS","SHPRICE","TOT","IDX2015","M","1969-07",7.111634,
"AUS","SHPRICE","TOT","IDX2015","M","1969-08",6.851275,
"AUS","SHPRICE","TOT","IDX2015","M","1969-09",6.796654,
"AUS","SHPRICE","TOT","IDX2015","M","1969-10",7.0734,
"AUS","SHPRICE","TOT","IDX2015","M","1969-11",7.36289,
"AUS","SHPRICE","TOT","IDX2015","M","1969-12",7.579553,
"AUS","SHPRICE","TOT","IDX2015","M","1970-01",7.850837,
"AUS","SHPRICE","TOT","IDX2015","M","1970-02",7.690615,
"AUS","SHPRICE","TOT","IDX2015","M","1970-03",7.461208,
"AUS","SHPRICE","TOT","IDX2015","M","1970-04",7.102531,
"AUS","SHPRICE","TOT","IDX2015","M","1970-05",6.403384,
"AUS","SHPRICE","TOT","IDX2015","M","1970-06",6.689233,
"AUS","SHPRICE","TOT","IDX2015","M","1970-07",6.900434,
"AUS","SHPRICE","TOT","IDX2015","M","1970-08",7.148048,
"AUS","SHPRICE","TOT","IDX2015","M","1970-09",7.142586,
"AUS","SHPRICE","TOT","IDX2015","M","1970-10",6.996931,
"AUS","SHPRICE","TOT","IDX2015","M","1970-11",6.432515,
"AUS","SHPRICE","TOT","IDX2015","M","1970-12",6.315991,
"AUS","SHPRICE","TOT","IDX2015","M","1971-01",6.177618,
"AUS","SHPRICE","TOT","IDX2015","M","1971-02",6.117535,
"AUS","SHPRICE","TOT","IDX2015","M","1971-03",6.082942,
"AUS","SHPRICE","TOT","IDX2015","M","1971-04",6.144845,
"AUS","SHPRICE","TOT","IDX2015","M","1971-05",6.186721,
"AUS","SHPRICE","TOT","IDX2015","M","1971-06",6.013755,
"AUS","SHPRICE","TOT","IDX2015","M","1971-07",6.053811,
"AUS","SHPRICE","TOT","IDX2015","M","1971-08",5.771603,
"AUS","SHPRICE","TOT","IDX2015","M","1971-09",5.547657,
"AUS","SHPRICE","TOT","IDX2015","M","1971-10",5.341919,
"AUS","SHPRICE","TOT","IDX2015","M","1971-11",5.130718,
"AUS","SHPRICE","TOT","IDX2015","M","1971-12",5.698775,
"AUS","SHPRICE","TOT","IDX2015","M","1972-01",6.101149,
"AUS","SHPRICE","TOT","IDX2015","M","1972-02",6.326915,
"AUS","SHPRICE","TOT","IDX2015","M","1972-03",6.867661,
"AUS","SHPRICE","TOT","IDX2015","M","1972-04",7.0206,
"AUS","SHPRICE","TOT","IDX2015","M","1972-05",7.082503,
"AUS","SHPRICE","TOT","IDX2015","M","1972-06",7.54496,
"AUS","SHPRICE","TOT","IDX2015","M","1972-07",7.200849,
"AUS","SHPRICE","TOT","IDX2015","M","1972-08",7.280959,
"AUS","SHPRICE","TOT","IDX2015","M","1972-09",7.04791,
"AUS","SHPRICE","TOT","IDX2015","M","1972-10",7.109814,
"AUS","SHPRICE","TOT","IDX2015","M","1972-11",7.373815,
"AUS","SHPRICE","TOT","IDX2015","M","1972-12",7.508546,
"AUS","SHPRICE","TOT","IDX2015","M","1973-01",7.677871,
"AUS","SHPRICE","TOT","IDX2015","M","1973-02",7.215414,
"AUS","SHPRICE","TOT","IDX2015","M","1973-03",7.086144,
"AUS","SHPRICE","TOT","IDX2015","M","1973-04",6.754778,
"AUS","SHPRICE","TOT","IDX2015","M","1973-05",6.658281,
"AUS","SHPRICE","TOT","IDX2015","M","1973-06",6.938668,
"AUS","SHPRICE","TOT","IDX2015","M","1973-07",6.924103,
"AUS","SHPRICE","TOT","IDX2015","M","1973-08",6.720185,
"AUS","SHPRICE","TOT","IDX2015","M","1973-09",5.955493,
"AUS","SHPRICE","TOT","IDX2015","M","1973-10",5.8681,
"AUS","SHPRICE","TOT","IDX2015","M","1973-11",5.824403,
"AUS","SHPRICE","TOT","IDX2015","M","1973-12",5.351022,
"AUS","SHPRICE","TOT","IDX2015","M","1974-01",5.980983,
"AUS","SHPRICE","TOT","IDX2015","M","1974-02",6.214032,
"AUS","SHPRICE","TOT","IDX2015","M","1974-03",6.372432,
"AUS","SHPRICE","TOT","IDX2015","M","1974-04",6.250446,
"AUS","SHPRICE","TOT","IDX2015","M","1974-05",5.751575,
"AUS","SHPRICE","TOT","IDX2015","M","1974-06",4.946828,
"AUS","SHPRICE","TOT","IDX2015","M","1974-07",4.518965,
"AUS","SHPRICE","TOT","IDX2015","M","1974-08",3.923598,
"AUS","SHPRICE","TOT","IDX2015","M","1974-09",3.53761,
"AUS","SHPRICE","TOT","IDX2015","M","1974-10",3.526686,
"AUS","SHPRICE","TOT","IDX2015","M","1974-11",3.868977,
"AUS","SHPRICE","TOT","IDX2015","M","1974-12",3.697831,
"AUS","SHPRICE","TOT","IDX2015","M","1975-01",4.000067,
"AUS","SHPRICE","TOT","IDX2015","M","1975-02",4.396978,
"AUS","SHPRICE","TOT","IDX2015","M","1975-03",4.440675,
"AUS","SHPRICE","TOT","IDX2015","M","1975-04",4.29684,
"AUS","SHPRICE","TOT","IDX2015","M","1975-05",4.402441,
"AUS","SHPRICE","TOT","IDX2015","M","1975-06",4.573586,
"AUS","SHPRICE","TOT","IDX2015","M","1975-07",4.544455,
"AUS","SHPRICE","TOT","IDX2015","M","1975-08",4.424289,
"AUS","SHPRICE","TOT","IDX2015","M","1975-09",4.624565,
"AUS","SHPRICE","TOT","IDX2015","M","1975-10",4.999628,
"AUS","SHPRICE","TOT","IDX2015","M","1975-11",5.028759,
"AUS","SHPRICE","TOT","IDX2015","M","1975-12",5.376512,
"AUS","SHPRICE","TOT","IDX2015","M","1976-01",5.645975,
"AUS","SHPRICE","TOT","IDX2015","M","1976-02",5.574968,
"AUS","SHPRICE","TOT","IDX2015","M","1976-03",5.724265,
"AUS","SHPRICE","TOT","IDX2015","M","1976-04",5.573147,
"AUS","SHPRICE","TOT","IDX2015","M","1976-05",5.727906,
"AUS","SHPRICE","TOT","IDX2015","M","1976-06",5.780706,
"AUS","SHPRICE","TOT","IDX2015","M","1976-07",6.035604,
"AUS","SHPRICE","TOT","IDX2015","M","1976-08",6.265011,
"AUS","SHPRICE","TOT","IDX2015","M","1976-09",5.962776,
"AUS","SHPRICE","TOT","IDX2015","M","1976-10",5.469368,
"AUS","SHPRICE","TOT","IDX2015","M","1976-11",5.179877,
"AUS","SHPRICE","TOT","IDX2015","M","1976-12",5.269091,
"AUS","SHPRICE","TOT","IDX2015","M","1977-01",5.431133,
"AUS","SHPRICE","TOT","IDX2015","M","1977-02",5.274553,
"AUS","SHPRICE","TOT","IDX2015","M","1977-03",5.372871,
"AUS","SHPRICE","TOT","IDX2015","M","1977-04",5.358305,
"AUS","SHPRICE","TOT","IDX2015","M","1977-05",5.63141,
"AUS","SHPRICE","TOT","IDX2015","M","1977-06",5.625947,
"AUS","SHPRICE","TOT","IDX2015","M","1977-07",5.545837,
"AUS","SHPRICE","TOT","IDX2015","M","1977-08",5.336457,
"AUS","SHPRICE","TOT","IDX2015","M","1977-09",5.383795,
"AUS","SHPRICE","TOT","IDX2015","M","1977-10",5.387436,
"AUS","SHPRICE","TOT","IDX2015","M","1977-11",5.458443,
"AUS","SHPRICE","TOT","IDX2015","M","1977-12",5.615023,
"AUS","SHPRICE","TOT","IDX2015","M","1978-01",5.751575,
"AUS","SHPRICE","TOT","IDX2015","M","1978-02",5.676927,
"AUS","SHPRICE","TOT","IDX2015","M","1978-03",5.489395,
"AUS","SHPRICE","TOT","IDX2015","M","1978-04",5.73701,
"AUS","SHPRICE","TOT","IDX2015","M","1978-05",6.004652,
"AUS","SHPRICE","TOT","IDX2015","M","1978-06",6.092045,
"AUS","SHPRICE","TOT","IDX2015","M","1978-07",6.181259,
"AUS","SHPRICE","TOT","IDX2015","M","1978-08",6.49806,
"AUS","SHPRICE","TOT","IDX2015","M","1978-09",6.86584,
"AUS","SHPRICE","TOT","IDX2015","M","1978-10",6.765702,
"AUS","SHPRICE","TOT","IDX2015","M","1978-11",6.467108,
"AUS","SHPRICE","TOT","IDX2015","M","1978-12",6.605481,
"AUS","SHPRICE","TOT","IDX2015","M","1979-01",6.920462,
"AUS","SHPRICE","TOT","IDX2015","M","1979-02",7.148048,
"AUS","SHPRICE","TOT","IDX2015","M","1979-03",7.25729,
"AUS","SHPRICE","TOT","IDX2015","M","1979-04",7.109814,
"AUS","SHPRICE","TOT","IDX2015","M","1979-05",7.235442,
"AUS","SHPRICE","TOT","IDX2015","M","1979-06",7.095248,
"AUS","SHPRICE","TOT","IDX2015","M","1979-07",7.233621,
"AUS","SHPRICE","TOT","IDX2015","M","1979-08",7.626891,
"AUS","SHPRICE","TOT","IDX2015","M","1979-09",8.218616,
"AUS","SHPRICE","TOT","IDX2015","M","1979-10",8.313293,
"AUS","SHPRICE","TOT","IDX2015","M","1979-11",8.40979,
"AUS","SHPRICE","TOT","IDX2015","M","1979-12",9.103475,
"AUS","SHPRICE","TOT","IDX2015","M","1980-01",10.66927,
"AUS","SHPRICE","TOT","IDX2015","M","1980-02",11.00792,
"AUS","SHPRICE","TOT","IDX2015","M","1980-03",9.345627,
"AUS","SHPRICE","TOT","IDX2015","M","1980-04",9.633297,
"AUS","SHPRICE","TOT","IDX2015","M","1980-05",10.82767,
"AUS","SHPRICE","TOT","IDX2015","M","1980-06",11.44307,
"AUS","SHPRICE","TOT","IDX2015","M","1980-07",11.59601,
"AUS","SHPRICE","TOT","IDX2015","M","1980-08",12.02387,
"AUS","SHPRICE","TOT","IDX2015","M","1980-09",12.63016,
"AUS","SHPRICE","TOT","IDX2015","M","1980-10",13.32202,
"AUS","SHPRICE","TOT","IDX2015","M","1980-11",13.35298,
"AUS","SHPRICE","TOT","IDX2015","M","1980-12",12.99066,
"AUS","SHPRICE","TOT","IDX2015","M","1981-01",11.96197,
"AUS","SHPRICE","TOT","IDX2015","M","1981-02",11.87457,
"AUS","SHPRICE","TOT","IDX2015","M","1981-03",12.8887,
"AUS","SHPRICE","TOT","IDX2015","M","1981-04",12.85957,
"AUS","SHPRICE","TOT","IDX2015","M","1981-05",12.98884,
"AUS","SHPRICE","TOT","IDX2015","M","1981-06",12.73758,
"AUS","SHPRICE","TOT","IDX2015","M","1981-07",11.53228,
"AUS","SHPRICE","TOT","IDX2015","M","1981-08",11.45581,
"AUS","SHPRICE","TOT","IDX2015","M","1981-09",10.47082,
"AUS","SHPRICE","TOT","IDX2015","M","1981-10",10.00836,
"AUS","SHPRICE","TOT","IDX2015","M","1981-11",10.81493,
"AUS","SHPRICE","TOT","IDX2015","M","1981-12",10.84224,
"AUS","SHPRICE","TOT","IDX2015","M","1982-01",9.991974,
"AUS","SHPRICE","TOT","IDX2015","M","1982-02",8.939612,
"AUS","SHPRICE","TOT","IDX2015","M","1982-03",8.413431,
"AUS","SHPRICE","TOT","IDX2015","M","1982-04",9.167199,
"AUS","SHPRICE","TOT","IDX2015","M","1982-05",9.192689,
"AUS","SHPRICE","TOT","IDX2015","M","1982-06",8.613708,
"AUS","SHPRICE","TOT","IDX2015","M","1982-07",8.468052,
"AUS","SHPRICE","TOT","IDX2015","M","1982-08",8.788494,
"AUS","SHPRICE","TOT","IDX2015","M","1982-09",9.163558,
"AUS","SHPRICE","TOT","IDX2015","M","1982-10",9.187226,
"AUS","SHPRICE","TOT","IDX2015","M","1982-11",8.819447,
"AUS","SHPRICE","TOT","IDX2015","M","1982-12",8.837653,
"AUS","SHPRICE","TOT","IDX2015","M","1983-01",9.775311,
"AUS","SHPRICE","TOT","IDX2015","M","1983-02",9.079805,
"AUS","SHPRICE","TOT","IDX2015","M","1983-03",9.334702,
"AUS","SHPRICE","TOT","IDX2015","M","1983-04",10.77669,
"AUS","SHPRICE","TOT","IDX2015","M","1983-05",11.28831,
"AUS","SHPRICE","TOT","IDX2015","M","1983-06",11.01702,
"AUS","SHPRICE","TOT","IDX2015","M","1983-07",12.23507,
"AUS","SHPRICE","TOT","IDX2015","M","1983-08",12.76853,
"AUS","SHPRICE","TOT","IDX2015","M","1983-09",13.07259,
"AUS","SHPRICE","TOT","IDX2015","M","1983-10",12.52092,
"AUS","SHPRICE","TOT","IDX2015","M","1983-11",13.54597,
"AUS","SHPRICE","TOT","IDX2015","M","1983-12",14.11585,
"AUS","SHPRICE","TOT","IDX2015","M","1984-01",13.94106,
"AUS","SHPRICE","TOT","IDX2015","M","1984-02",13.43309,
"AUS","SHPRICE","TOT","IDX2015","M","1984-03",13.66432,
"AUS","SHPRICE","TOT","IDX2015","M","1984-04",13.76445,
"AUS","SHPRICE","TOT","IDX2015","M","1984-05",11.92373,
"AUS","SHPRICE","TOT","IDX2015","M","1984-06",11.99656,
"AUS","SHPRICE","TOT","IDX2015","M","1984-07",12.41532,
"AUS","SHPRICE","TOT","IDX2015","M","1984-08",13.35298,
"AUS","SHPRICE","TOT","IDX2015","M","1984-09",13.45676,
"AUS","SHPRICE","TOT","IDX2015","M","1984-10",13.72076,
"AUS","SHPRICE","TOT","IDX2015","M","1984-11",13.64611,
"AUS","SHPRICE","TOT","IDX2015","M","1984-12",13.22007,
"AUS","SHPRICE","TOT","IDX2015","M","1985-01",14.08125,
"AUS","SHPRICE","TOT","IDX2015","M","1985-02",14.42537,
"AUS","SHPRICE","TOT","IDX2015","M","1985-03",15.10667,
"AUS","SHPRICE","TOT","IDX2015","M","1985-04",15.9329,
"AUS","SHPRICE","TOT","IDX2015","M","1985-05",15.9045,
"AUS","SHPRICE","TOT","IDX2015","M","1985-06",15.67236,
"AUS","SHPRICE","TOT","IDX2015","M","1985-07",17.04389,
"AUS","SHPRICE","TOT","IDX2015","M","1985-08",17.07484,
"AUS","SHPRICE","TOT","IDX2015","M","1985-09",17.97062,
"AUS","SHPRICE","TOT","IDX2015","M","1985-10",18.69945,
"AUS","SHPRICE","TOT","IDX2015","M","1985-11",18.03799,
"AUS","SHPRICE","TOT","IDX2015","M","1985-12",18.27577,
"AUS","SHPRICE","TOT","IDX2015","M","1986-01",19.57884,
"AUS","SHPRICE","TOT","IDX2015","M","1986-02",19.1193,
"AUS","SHPRICE","TOT","IDX2015","M","1986-03",20.69311,
"AUS","SHPRICE","TOT","IDX2015","M","1986-04",22.04042,
"AUS","SHPRICE","TOT","IDX2015","M","1986-05",22.59974,
"AUS","SHPRICE","TOT","IDX2015","M","1986-06",21.48566,
"AUS","SHPRICE","TOT","IDX2015","M","1986-07",20.44986,
"AUS","SHPRICE","TOT","IDX2015","M","1986-08",21.70887,
"AUS","SHPRICE","TOT","IDX2015","M","1986-09",22.69642,
"AUS","SHPRICE","TOT","IDX2015","M","1986-10",25.07461,
"AUS","SHPRICE","TOT","IDX2015","M","1986-11",25.11776,
"AUS","SHPRICE","TOT","IDX2015","M","1986-12",26.82175,
"AUS","SHPRICE","TOT","IDX2015","M","1987-01",27.24306,
"AUS","SHPRICE","TOT","IDX2015","M","1987-02",29.38529,
"AUS","SHPRICE","TOT","IDX2015","M","1987-03",30.76628,
"AUS","SHPRICE","TOT","IDX2015","M","1987-04",31.85433,
"AUS","SHPRICE","TOT","IDX2015","M","1987-05",32.23759,
"AUS","SHPRICE","TOT","IDX2015","M","1987-06",32.14364,
"AUS","SHPRICE","TOT","IDX2015","M","1987-07",36.96739,
"AUS","SHPRICE","TOT","IDX2015","M","1987-08",39.14476,
"AUS","SHPRICE","TOT","IDX2015","M","1987-09",40.95071,
"AUS","SHPRICE","TOT","IDX2015","M","1987-10",23.56871,
"AUS","SHPRICE","TOT","IDX2015","M","1987-11",24.20614,
"AUS","SHPRICE","TOT","IDX2015","M","1987-12",24.01224,
"AUS","SHPRICE","TOT","IDX2015","M","1988-01",22.88704,
"AUS","SHPRICE","TOT","IDX2015","M","1988-02",22.77125,
"AUS","SHPRICE","TOT","IDX2015","M","1988-03",25.76866,
"AUS","SHPRICE","TOT","IDX2015","M","1988-04",26.52024,
"AUS","SHPRICE","TOT","IDX2015","M","1988-05",28.52883,
"AUS","SHPRICE","TOT","IDX2015","M","1988-06",28.31235,
"AUS","SHPRICE","TOT","IDX2015","M","1988-07",29.34396,
"AUS","SHPRICE","TOT","IDX2015","M","1988-08",28.59529,
"AUS","SHPRICE","TOT","IDX2015","M","1988-09",28.24936,
"AUS","SHPRICE","TOT","IDX2015","M","1988-10",28.89297,
"AUS","SHPRICE","TOT","IDX2015","M","1988-11",26.79025,
"AUS","SHPRICE","TOT","IDX2015","M","1988-12",27.07738,
"AUS","SHPRICE","TOT","IDX2015","M","1989-01",28.23534,
"AUS","SHPRICE","TOT","IDX2015","M","1989-02",27.04351,
"AUS","SHPRICE","TOT","IDX2015","M","1989-03",26.57432,
"AUS","SHPRICE","TOT","IDX2015","M","1989-04",27.32135,
"AUS","SHPRICE","TOT","IDX2015","M","1989-05",27.85627,
"AUS","SHPRICE","TOT","IDX2015","M","1989-06",27.69386,
"AUS","SHPRICE","TOT","IDX2015","M","1989-07",29.75489,
"AUS","SHPRICE","TOT","IDX2015","M","1989-08",32.10304,
"AUS","SHPRICE","TOT","IDX2015","M","1989-09",31.60708,
"AUS","SHPRICE","TOT","IDX2015","M","1989-10",29.9721,
"AUS","SHPRICE","TOT","IDX2015","M","1989-11",29.34232,
"AUS","SHPRICE","TOT","IDX2015","M","1989-12",30.03855,
"AUS","SHPRICE","TOT","IDX2015","M","1990-01",30.53269,
"AUS","SHPRICE","TOT","IDX2015","M","1990-02",28.63953,
"AUS","SHPRICE","TOT","IDX2015","M","1990-03",27.9615,
"AUS","SHPRICE","TOT","IDX2015","M","1990-04",26.1175,
"AUS","SHPRICE","TOT","IDX2015","M","1990-05",27.52254,
"AUS","SHPRICE","TOT","IDX2015","M","1990-06",27.32262,
"AUS","SHPRICE","TOT","IDX2015","M","1990-07",28.65555,
"AUS","SHPRICE","TOT","IDX2015","M","1990-08",27.44916,
"AUS","SHPRICE","TOT","IDX2015","M","1990-09",25.43147,
"AUS","SHPRICE","TOT","IDX2015","M","1990-10",24.16481,
"AUS","SHPRICE","TOT","IDX2015","M","1990-11",24.02698,
"AUS","SHPRICE","TOT","IDX2015","M","1990-12",23.30162,
"AUS","SHPRICE","TOT","IDX2015","M","1991-01",24.06103,
"AUS","SHPRICE","TOT","IDX2015","M","1991-02",25.59205,
